,Code,Name,Country,Exchange,Currency,Type,Isin
1604,0QNH.L,Huber+Suhner AG,UK,LSE,GBP,Common Stock,
1605,0QNI.L,u-blox Holding AG,UK,LSE,GBP,Common Stock,CH0033361673
1606,0QNJ.L,Daetwyler Holding AG,UK,LSE,GBP,Common Stock,
1607,0QNK.L,Warteck Invest AG Reg.,UK,LSE,GBP,Common Stock,
1608,0QNM.L,Adecco Group AG,UK,LSE,GBP,Common Stock,CH0012138605
1609,0QNN.L,Burckhardt Compression Holding AG,UK,LSE,GBP,Common Stock,
1610,0QNO.L,Lonza Group AG,UK,LSE,CHF,Common Stock,CH0013841017
1611,0QNQ.L,Kudelski S.A.,UK,LSE,GBP,Common Stock,
1612,0QNT.L,Implenia AG,UK,LSE,GBP,Common Stock,
1613,0QNU.L,Luzerner Kantonalbank AG,UK,LSE,GBP,Common Stock,
1614,0QNV.L,Addex Therapeutics Ltd.,UK,LSE,GBP,Common Stock,
1615,0QNZ.L,CPH Chemie + Papier Holding AG,UK,LSE,GBP,Common Stock,
1616,0QO1.L,Schindler Holding AG Part.Cert.,UK,LSE,GBP,Common Stock,CH0024638196
1617,0QO2.L,Burkhalter Holding AG,UK,LSE,GBP,Common Stock,
1618,0QO3.L,OC Oerlikon Corp. AG,UK,LSE,GBP,Common Stock,CH0000816824
1619,0QO6.L,Julius Baer Gruppe AG,UK,LSE,GBP,Common Stock,
1620,0QO7.L,Barry Callebaut AG,UK,LSE,GBP,Common Stock,
1621,0QO8.L,PSP Swiss Property AG,UK,LSE,GBP,Common Stock,
1622,0QO9.L,TX Group AG,UK,LSE,GBP,Common Stock,
1623,0QOA.L,Temenos AG,UK,LSE,GBP,Common Stock,
1624,0QOB.L,Autoneum Holding AG,UK,LSE,GBP,Common Stock,
1625,0QOG.L,Swiss Prime Site AG,UK,LSE,GBP,Common Stock,CH0008038389
1626,0QOJ.L,Peach Property Group AG,UK,LSE,GBP,Common Stock,
1627,0QOK.L,Roche Holding AG Participation,UK,LSE,GBP,Common Stock,CH0012032048
1628,0QOL.L,Kardex Holding AG,UK,LSE,GBP,Common Stock,
1629,0QON.L,Ascom Holding AG,UK,LSE,GBP,Common Stock,
1630,0QOW.L,Transocean Ltd.,UK,LSE,USD,Common Stock,
1631,0QOY.L,Orascom Development Holding AG,UK,LSE,GBP,Common Stock,
1632,0QP1.L,Chocoladefabriken Lindt & Spruengli AG Part. Cert.,UK,LSE,GBP,Common Stock,
1633,0QP2.L,Zurich Insurance Group AG,UK,LSE,GBP,Common Stock,CH0011075394
1634,0QP3.L,Calida Holding AG,UK,LSE,GBP,Common Stock,
1635,0QP4.L,Georg Fischer AG Reg,UK,LSE,GBP,Common Stock,
1636,0QP5.L,Credit Suisse Group,UK,LSE,GBP,Common Stock,CH0012138530
1637,0QP7.L,Coltene Holding AG,UK,LSE,GBP,Common Stock,
1638,0QPD.L,Allreal Holding AG,UK,LSE,GBP,Common Stock,
1639,0QPF.L,MCH Group AG,UK,LSE,GBP,Common Stock,
1640,0QPH.L,Swiss Steel Holding AG,UK,LSE,GBP,Common Stock,
1641,0QPJ.L,Cembra Money Bank AG,UK,LSE,CHF,Common Stock,
1642,0QPR.L,Cicor Technologies Ltd.,UK,LSE,GBP,Common Stock,
1643,0QPS.L,Givaudan S.A.,UK,LSE,GBP,Common Stock,CH0010645932
1644,0QPU.L,Valiant Holding AG,UK,LSE,GBP,Common Stock,
1645,0QPV.L,Von Roll Holding AG,UK,LSE,GBP,Common Stock,
1646,0QPW.L,Zug Estates Holding AG,UK,LSE,GBP,Common Stock,
1647,0QPY.L,Sonova Holding AG,UK,LSE,GBP,Common Stock,CH0012549785
1648,0QQ0.L,BKW AG,UK,LSE,GBP,Common Stock,
1649,0QQ2.L,Geberit AG,UK,LSE,GBP,Common Stock,CH0030170408
1650,0QQ3.L,Baloise Holding AG,UK,LSE,GBP,Common Stock,
1651,0QQ7.L,Meyer Burger Technology AG,UK,LSE,GBP,Common Stock,
1652,0QQ9.L,Sulzer AG,UK,LSE,GBP,Common Stock,CH0038388911
1653,0QQE.L,DKSH Holding AG,UK,LSE,GBP,Common Stock,
1654,0QQF.L,Mikron Holding AG,UK,LSE,GBP,Common Stock,
1655,0QQJ.L,Evolva Holding S.A.,UK,LSE,GBP,Common Stock,CH0021218067
1656,0QQK.L,Meier Tobler Group AG,UK,LSE,GBP,Common Stock,
1657,0QQN.L,Bucher Industries AG,UK,LSE,GBP,Common Stock,
1658,0QQO.L,Siegfried Holding AG,UK,LSE,GBP,Common Stock,
1659,0QQR.L,Gurit Holding AG,UK,LSE,GBP,Common Stock,
1660,0QQY.L,Mobimo Holding AG,UK,LSE,GBP,Common Stock,
1661,0QQZ.L,St. Galler Kantonalbank AG,UK,LSE,GBP,Common Stock,
1662,0QR1.L,Schweiter Technologies AG,UK,LSE,GBP,Common Stock,
1663,0QR3.L,PG&E Corp.,UK,LSE,USD,Common Stock,
1664,0QRL.L,Lar Espana Real Estate SOCIMI S.A.,UK,LSE,GBP,Common Stock,
1665,0QRS.L,ISS A/S,UK,LSE,GBP,Common Stock,
1666,0QS4.L,Thurgauer Kantonalbank,UK,LSE,GBP,Common Stock,
1667,0QS5.L,Bossard Holding AG,UK,LSE,GBP,Common Stock,
1668,0QSA.L,Tarkett S.A.,UK,LSE,GBP,Common Stock,
1669,0QSH.L,FNAC DARTY,UK,LSE,GBP,Common Stock,
1670,0QSS.L,Erytech Pharma,UK,LSE,EUR,Common Stock,
1671,0QSV.L,Ekinops S.A.,UK,LSE,EUR,Common Stock,FR0011466069
1672,0QT0.L,lastminute.com N.V.,UK,LSE,GBP,Common Stock,
1673,0QT4.L,Genomic Vision S.A.,UK,LSE,EUR,Common Stock,
1674,0QT5.L,Gaztransport et Technigaz,UK,LSE,GBP,Common Stock,
1675,0QT6.L,Genfit S.A.,UK,LSE,GBP,Common Stock,
1676,0QTF.L,McPhy Energy,UK,LSE,EUR,Common Stock,
1677,0QTI.L,Anima Holding S.p.A.,UK,LSE,GBP,Common Stock,
1678,0QTJ.L,Fermentalg S.A.,UK,LSE,EUR,Common Stock,
1679,0QTV.L,IAR Systems Group AB Series B,UK,LSE,SEK,Common Stock,
1680,0QTY.L,OEM-International AB Series B,UK,LSE,SEK,Common Stock,
1681,0QTZ.L,Applus Services S.A.,UK,LSE,GBP,Common Stock,ES0105022000
1682,0QU6.L,HIAG Immobilien Holding AG,UK,LSE,GBP,Common Stock,
1683,0QUI.L,Lucara Diamond Corp.,UK,LSE,SEK,Common Stock,
1684,0QUL.L,Stabilus S.A.,UK,LSE,GBP,Common Stock,
1685,0QUM.L,Brunel International N.V.,UK,LSE,GBP,Common Stock,
1686,0QUS.L,G5 Entertainment AB,UK,LSE,SEK,Common Stock,
1687,0QUT.L,Episurf Medical AB Series B,UK,LSE,SEK,Common Stock,
1688,0QUU.L,Afry AB,UK,LSE,GBP,Common Stock,SE0005999836
1689,0QUW.L,MyHammer Holding AG,UK,LSE,EUR,Common Stock,
1690,0QV2.L,Bactiguard Holding AB Series B,UK,LSE,SEK,Common Stock,
1691,0QV5.L,Cerved Group S.p.A.,UK,LSE,GBP,Common Stock,
1692,0QV7.L,Kinepolis Group N.V.,UK,LSE,GBP,Common Stock,BE0974274061
1693,0QVB.L,Pixium Vision S.A.,UK,LSE,EUR,Common Stock,
1694,0QVF.L,FinecoBank S.p.A.,UK,LSE,GBP,Common Stock,
1695,0QVI.L,Worldline,UK,LSE,GBP,Common Stock,
1696,0QVJ.L,Euronext N.V.,UK,LSE,GBP,Common Stock,
1697,0QVK.L,COFACE,UK,LSE,GBP,Common Stock,
1698,0QVL.L,Africa Oil Corp.,UK,LSE,GBP,Common Stock,
1699,0QVM.L,Merlin Properties SOCIMI S.A.,UK,LSE,GBP,Common Stock,ES0105025003
1700,0QVP.L,Elior Group,UK,LSE,GBP,Common Stock,
1701,0QVQ.L,Ontex Group N.V.,UK,LSE,GBP,Common Stock,BE0974276082
1702,0QVR.L,Scandi Standard AB,UK,LSE,SEK,Common Stock,SE0005999760
1703,0QVU.L,IMCD N.V.,UK,LSE,GBP,Common Stock,
1704,0QVV.L,NN Group N.V.,UK,LSE,GBP,Common Stock,
1705,0QVW.L,Ateme S.A.,UK,LSE,EUR,Common Stock,
1706,0QW0.L,arGEN-X SE,UK,LSE,EUR,Common Stock,NL0010832176
1707,0QW1.L,Bystronic AG,UK,LSE,GBP,Common Stock,
1708,0QW5.L,Heidelberg Pharma AG,UK,LSE,EUR,Common Stock,
1709,0QW7.L,Voltalia S.A.,UK,LSE,EUR,Common Stock,
1710,0QW8.L,SFS Group AG,UK,LSE,GBP,Common Stock,
1711,0QW9.L,FACC AG,UK,LSE,GBP,Common Stock,
1712,0QWA.L,Compania de Distribucion Integral Logista Holdings S.A.,UK,LSE,GBP,Common Stock,ES0105027009
1713,0QWB.L,Brederode S.A.,UK,LSE,EUR,Common Stock,LU1068091351
1714,0QWC.L,ams AG,UK,LSE,GBP,Common Stock,AT0000A18XM4
1715,0QWE.L,Magseis Fairfield ASA,UK,LSE,NOK,Common Stock,
1716,0QWF.L,Zalaris ASA,UK,LSE,NOK,Common Stock,
1717,0QWI.L,Industria de Diseno Textil S.A.,UK,LSE,GBP,Common Stock,ES0148396007
1718,0QWK.L,NEXT Biometrics Group ASA,UK,LSE,NOK,Common Stock,NO0010629108
1719,0QWN.L,Fincantieri S.p.A.,UK,LSE,GBP,Common Stock,IT0001415246
1720,0QWR.L,Havyard Group ASA,UK,LSE,NOK,Common Stock,
1721,0QXA.L,ABO-Group Environment N.V.,UK,LSE,GBP,Common Stock,
1722,0QXB.L,Torpol S.A.,UK,LSE,PLN,Common Stock,
1723,0QXM.L,Inwido AB,UK,LSE,GBP,Common Stock,SE0006220018
1724,0QXN.L,Zalando SE,UK,LSE,GBP,Common Stock,
1725,0QXP.L,Aker Solutions ASA,UK,LSE,GBP,Common Stock,NO0010716582
1726,0QXX.L,Molecular Partners AG,UK,LSE,GBP,Common Stock,
1727,0QY2.L,NorCom Information Technology AG,UK,LSE,EUR,Common Stock,
1728,0QY4.L,Las Vegas Sands Corp.,UK,LSE,USD,Common Stock,
1729,0QY5.L,Ballard Power Systems Inc.,UK,LSE,GBP,Common Stock,
1730,0QYC.L,First Majestic Silver Corp.,UK,LSE,GBP,Common Stock,CA32076V1031
1731,0QYD.L,Yum! Brands Inc.,UK,LSE,USD,Common Stock,
1732,0QYF.L,Comcast Corp. Cl A,UK,LSE,GBP,Common Stock,US20030N1019
1733,0QYH.L,3D Systems Corp.,UK,LSE,USD,Common Stock,
1734,0QYI.L,Netflix Inc.,UK,LSE,GBP,Common Stock,
1735,0QYK.L,Wynn Resorts Ltd.,UK,LSE,USD,Common Stock,
1736,0QYL.L,Rambus Inc.,UK,LSE,USD,Common Stock,
1737,0QYM.L,Fortuna Silver Mines Inc.,UK,LSE,CAD,Common Stock,
1738,0QYN.L,B2Gold Corp.,UK,LSE,CAD,Common Stock,
1739,0QYQ.L,Gilead Sciences Inc.,UK,LSE,GBP,Common Stock,
1740,0QYR.L,Panasonic Corp.,UK,LSE,GBP,Common Stock,JP3866800000
1741,0QYT.L,Sierra Wireless Inc.,UK,LSE,USD,Common Stock,
1742,0QYU.L,Morgan Stanley,UK,LSE,USD,Common Stock,
1743,0QYY.L,Harley-Davidson Inc.,UK,LSE,USD,Common Stock,
1744,0QYZ.L,Franco-Nevada Corp.,UK,LSE,CAD,Common Stock,
1745,0QZ0.L,Visa Inc. Cl A,UK,LSE,GBP,Common Stock,
1746,0QZ1.L,AT&T Inc.,UK,LSE,GBP,Common Stock,
1747,0QZ2.L,Silvercorp Metals Inc.,UK,LSE,CAD,Common Stock,
1748,0QZ3.L,Qualcomm Inc.,UK,LSE,GBP,Common Stock,
1749,0QZ4.L,Delta Air Lines Inc.,UK,LSE,USD,Common Stock,
1750,0QZ5.L,Cognizant Technology Solutions Corp.,UK,LSE,USD,Common Stock,
1751,0QZA.L,ConocoPhillips,UK,LSE,USD,Common Stock,
1752,0QZB.L,Twitter Inc.,UK,LSE,GBP,Common Stock,
1753,0QZD.L,Advanced Micro Devices Inc.,UK,LSE,GBP,Common Stock,
1754,0QZE.L,Gold Standard Ventures Corp.,UK,LSE,CAD,Common Stock,
1755,0QZF.L,Western Digital Corp.,UK,LSE,USD,Common Stock,
1756,0QZH.L,Starbucks Corp.,UK,LSE,GBP,Common Stock,
1757,0QZI.L,Facebook Inc. Cl A,UK,LSE,GBP,Common Stock,
1758,0QZK.L,Coca-Cola Co.,UK,LSE,GBP,Common Stock,
1759,0QZO.L,0QZO,UK,LSE,GBP,Common Stock,
1760,0QZS.L,TripAdvisor Inc.,UK,LSE,USD,Common Stock,
1761,0QZU.L,Vertex Pharmaceuticals Inc.,UK,LSE,USD,Common Stock,
1762,0QZX.L,FedEx Corp.,UK,LSE,USD,Common Stock,
1763,0QZZ.L,BlackRock Inc.,UK,LSE,USD,Common Stock,
1764,0R00.L,Cerner Corp.,UK,LSE,USD,Common Stock,
1765,0R01.L,Citigroup Inc,UK,LSE,USD,Common Stock,
1766,0R02.L,Organovo Holdings Inc.,UK,LSE,USD,Common Stock,
1767,0R03.L,Travelers Cos. Inc.,UK,LSE,USD,Common Stock,
1768,0R07.L,Pan American Silver Corp.,UK,LSE,CAD,Common Stock,
1769,0R08.L,United Parcel Service Inc. Cl B,UK,LSE,USD,Common Stock,
1770,0R0A.L,Hecla Mining Co.,UK,LSE,USD,Common Stock,
1771,0R0D.L,Great Panther Mining Ltd.,UK,LSE,CAD,Common Stock,
1772,0R0E.L,General Motors Co.,UK,LSE,GBP,Common Stock,
1773,0R0G.L,Mondelez International Inc. Cl A,UK,LSE,USD,Common Stock,
1774,0R0H.L,Thermo Fisher Scientific Inc.,UK,LSE,USD,Common Stock,
1775,0R0J.L,Zynga Inc. Cl A,UK,LSE,USD,Common Stock,US98986T1088
1776,0R0P.L,BlackBerry Ltd.,UK,LSE,CAD,Common Stock,
1777,0R0U.L,Coeur Mining Inc.,UK,LSE,USD,Common Stock,
1778,0R11.L,Sabina Gold & Silver Corp.,UK,LSE,CAD,Common Stock,
1779,0R13.L,Church & Dwight Co.,UK,LSE,USD,Common Stock,
1780,0R15.L,SoftBank Group Corp.,UK,LSE,GBP,Common Stock,
1781,0R16.L,McDonald&#39;s Corp.,UK,LSE,GBP,Common Stock,
1782,0R18.L,Best Buy Co. Inc.,UK,LSE,USD,Common Stock,
1783,0R19.L,Becton Dickinson & Co.,UK,LSE,USD,Common Stock,
1784,0R1A.L,Applied Materials Inc.,UK,LSE,USD,Common Stock,
1785,0R1B.L,Biogen Inc.,UK,LSE,USD,Common Stock,
1786,0R1E.L,Nintendo Co. Ltd.,UK,LSE,GBP,Common Stock,
1787,0R1F.L,Bristol Myers Squibb Co.,UK,LSE,USD,Common Stock,
1788,0R1G.L,Home Depot Inc.,UK,LSE,GBP,Common Stock,
1789,0R1I.L,NVIDIA Corp.,UK,LSE,GBP,Common Stock,
1790,0R1J.L,Plug Power Inc.,UK,LSE,USD,Common Stock,
1791,0R1O.L,Amazon.com Inc.,UK,LSE,GBP,Common Stock,
1792,0R1R.L,Kellogg Co.,UK,LSE,USD,Common Stock,
1793,0R1T.L,Expedia Group Inc.,UK,LSE,USD,Common Stock,
1794,0R1W.L,Walmart Inc.,UK,LSE,GBP,Common Stock,
1795,0R1X.L,General Mills Inc.,UK,LSE,USD,Common Stock,
1796,0R20.L,Santacruz Silver Mining Ltd.,UK,LSE,CAD,Common Stock,
1797,0R22.L,Barrick Gold Corp.,UK,LSE,GBP,Common Stock,CA0679011084
1798,0R23.L,Halliburton Co.,UK,LSE,USD,Common Stock,
1799,0R24.L,Intel Corp.,UK,LSE,GBP,Common Stock,
1800,0R25.L,Prospect Capital Corp.,UK,LSE,USD,Common Stock,
1801,0R28.L,Newmont Corp.,UK,LSE,USD,Common Stock,
1802,0R29.L,Intuitive Surgical Inc.,UK,LSE,USD,Common Stock,
1803,0R2B.L,Danaher Corp.,UK,LSE,USD,Common Stock,
1804,0R2C.L,Endeavour Silver Corp.,UK,LSE,CAD,Common Stock,
1805,0R2D.L,Kinross Gold Corp.,UK,LSE,GBP,Common Stock,
1806,0R2E.L,Union Pacific Corp.,UK,LSE,USD,Common Stock,
1807,0R2F.L,Wells Fargo & Company,UK,LSE,GBP,Common Stock,
1808,0R2H.L,Texas Instruments Inc.,UK,LSE,USD,Common Stock,
1809,0R2I.L,Under Armour Inc. Cl A,UK,LSE,USD,Common Stock,
1810,0R2J.L,Agnico-Eagle Mines Ltd.,UK,LSE,CAD,Common Stock,
1811,0R2L.L,T-Mobile US Inc.,UK,LSE,USD,Common Stock,
1812,0R2N.L,Raytheon Technologies Corp.,UK,LSE,USD,Common Stock,
1813,0R2O.L,Freeport-McMoRan Inc.,UK,LSE,USD,Common Stock,
1814,0R2P.L,Deere & Co.,UK,LSE,USD,Common Stock,
1815,0R2Q.L,Chevron Corp.,UK,LSE,GBP,Common Stock,
1816,0R2S.L,Stryker Corp.,UK,LSE,USD,Common Stock,
1817,0R2T.L,Micron Technology Inc,UK,LSE,GBP,Common Stock,
1818,0R2V.L,0R2V,UK,LSE,GBP,Common Stock,
1819,0R2X.L,Corning Inc.,UK,LSE,USD,Common Stock,
1820,0R2Y.L,Adobe Inc.,UK,LSE,USD,Common Stock,
1821,0R2Z.L,Mastercard Inc.,UK,LSE,USD,Common Stock,
1822,0R30.L,VF Corp.,UK,LSE,USD,Common Stock,
1823,0R31.L,Altria Group Inc.,UK,LSE,GBP,Common Stock,
1824,0R32.L,Abercrombie & Fitch Co.,UK,LSE,USD,Common Stock,
1825,0R33.L,Emerson Electric Co.,UK,LSE,USD,Common Stock,
1826,0R35.L,Cameco Corp.,UK,LSE,CAD,Common Stock,
1827,0R37.L,Berkshire Hathaway Inc,UK,LSE,GBP,Common Stock,
1828,0R3C.L,American Express Co.,UK,LSE,USD,Common Stock,
1829,0R3D.L,eBay Inc.,UK,LSE,GBP,Common Stock,
1830,0R3E.L,Lockheed Martin Corp.,UK,LSE,USD,Common Stock,
1831,0R3I.L,Scatec ASA,UK,LSE,GBP,Common Stock,NO0010715139
1832,0R3N.L,TLG Immobilien AG,UK,LSE,GBP,Common Stock,
1833,0R3P.L,XXL ASA,UK,LSE,GBP,Common Stock,
1834,0R3T.L,UBS Group AG,UK,LSE,GBP,Common Stock,CH0244767585
1835,0R3U.L,Hella GmbH & Co. KGaA,UK,LSE,GBP,Common Stock,
1836,0R3W.L,Thule Group AB,UK,LSE,GBP,Common Stock,
1837,0R3Y.L,Entra ASA,UK,LSE,GBP,Common Stock,NO0010716418
1838,0R40.L,Rai Way S.p.A.,UK,LSE,EUR,Common Stock,IT0005054967
1839,0R43.L,NP3 Fastigheter AB,UK,LSE,SEK,Common Stock,
1840,0R44.L,C-RAD AB Series B,UK,LSE,SEK,Common Stock,
1841,0R4M.L,Lundin Gold Inc.,UK,LSE,SEK,Common Stock,
1842,0R4P.L,Lifco AB Series B,UK,LSE,SEK,Common Stock,
1843,0R4W.L,Multitude SE,UK,LSE,EUR,Common Stock,
1844,0R4Y.L,Aena SME S.A.,UK,LSE,GBP,Common Stock,
1845,0R50.L,Tele Columbus AG,UK,LSE,GBP,Common Stock,
1846,0R53.L,Eltel AB,UK,LSE,SEK,Common Stock,SE0006509949
1847,0R55.L,Bone Therapeutics,UK,LSE,EUR,Common Stock,
1848,0R5R.L,OVS S.p.A.,UK,LSE,GBP,Common Stock,
1849,0R5W.L,Dustin Group AB,UK,LSE,GBP,Common Stock,
1850,0R65.L,Hoist Finance AB,UK,LSE,GBP,Common Stock,
1851,0R6E.L,Lucas Bols N.V.,UK,LSE,EUR,Common Stock,
1852,0R6G.L,Nueva Expresion Textil S.A.,UK,LSE,EUR,Common Stock,
1853,0R6H.L,Care Property Invest N.V.,UK,LSE,EUR,Common Stock,
1854,0R6J.L,Grandvision N.V.,UK,LSE,GBP,Common Stock,
1855,0R6M.L,Intershop Holding AG,UK,LSE,GBP,Common Stock,
1856,0R6R.L,Axfood AB,UK,LSE,GBP,Common Stock,SE0006993770
1857,0R6S.L,Zehnder Group AG,UK,LSE,GBP,Common Stock,
1858,0R6V.L,mobilezone holding AG,UK,LSE,GBP,Common Stock,
1859,0R6W.L,Tobii AB,UK,LSE,GBP,Common Stock,SE0002591420
1860,0R6Y.L,Nordic Nanovector ASA,UK,LSE,GBP,Common Stock,NO0010597883
1861,0R6Z.L,Royal UNIBREW A/S,UK,LSE,GBP,Common Stock,
1862,0R72.L,Biocartis Group N.V.,UK,LSE,GBP,Common Stock,BE0974281132
1863,0R78.L,Tryg A/S,UK,LSE,GBP,Common Stock,DK0060636678
1864,0R7O.L,Hexpol AB Series B,UK,LSE,GBP,Common Stock,SE0007074281
1865,0R7R.L,Svenska Handelsbanken Series A,UK,LSE,GBP,Common Stock,SE0007100599
1866,0R7S.L,Svenska Handelsbanken Series B,UK,LSE,SEK,Common Stock,SE0007100607
1867,0R7T.L,TINC Comm. VA,UK,LSE,EUR,Common Stock,
1868,0R7W.L,Promotora de Informaciones SA,UK,LSE,GBP,Common Stock,ES0171743901
1869,0R7Y.L,Wallenstam AB Series B,UK,LSE,GBP,Common Stock,
1870,0R86.L,Invisio AB,UK,LSE,SEK,Common Stock,
1871,0R87.L,Assa Abloy AB Series B,UK,LSE,GBP,Common Stock,SE0007100581
1872,0R88.L,Sixt Leasing SE,UK,LSE,EUR,Common Stock,
1873,0R8F.L,Eolus Vind AB Series B,UK,LSE,SEK,Common Stock,
1874,0R8H.L,Pihlajalinna Oyj,UK,LSE,EUR,Common Stock,
1875,0R8M.L,Spie SAS,UK,LSE,GBP,Common Stock,FR0012757854
1876,0R8N.L,Multiconsult ASA,UK,LSE,NOK,Common Stock,
1877,0R8O.L,Nobina AB,UK,LSE,GBP,Common Stock,SE0007185418
1878,0R8P.L,Siltronic AG,UK,LSE,GBP,Common Stock,
1879,0R8Q.L,Coor Service Management Holding AB,UK,LSE,GBP,Common Stock,
1880,0R8S.L,Infrastrutture Wireless Italiane S.p.A.,UK,LSE,GBP,Common Stock,
1881,0R8T.L,Collector AB,UK,LSE,SEK,Common Stock,
1882,0R8U.L,Pandox AB Series B,UK,LSE,GBP,Common Stock,
1883,0R8W.L,Alimak Group AB,UK,LSE,GBP,Common Stock,
1884,0R8Y.L,Cassiopea S.p.A.,UK,LSE,GBP,Common Stock,
1885,0R91.L,Mithra Pharmaceuticals S.A.,UK,LSE,GBP,Common Stock,
1886,0R96.L,Flow Traders N.V.,UK,LSE,GBP,Common Stock,
1887,0R97.L,GRENKE AG,UK,LSE,GBP,Common Stock,
1888,0R99.L,Talgo S.A.,UK,LSE,GBP,Common Stock,
1889,0R9C.L,Cellnex Telecom S.A.,UK,LSE,GBP,Common Stock,
1890,0R9D.L,Aeroporto Guglielmo Marconi di Bologna S.p.A.,UK,LSE,EUR,Common Stock,
1891,0R9F.L,Euskaltel S.A.,UK,LSE,GBP,Common Stock,
1892,0R9G.L,Naturhouse Health S.A.,UK,LSE,EUR,Common Stock,
1893,0R9I.L,Schibsted ASA Series B,UK,LSE,GBP,Common Stock,
1894,0R9K.L,Deutsche Pfandbriefbank AG,UK,LSE,GBP,Common Stock,
1895,0R9S.L,Avio S.p.A.,UK,LSE,EUR,Common Stock,
1896,0R9T.L,Pharmagest Interactive,UK,LSE,EUR,Common Stock,
1897,0R9X.L,Granges AB,UK,LSE,GBP,Common Stock,
1898,0RA1.L,Adler Group S.A.,UK,LSE,GBP,Common Stock,
1899,0RA2.L,Poxel S.A.,UK,LSE,EUR,Common Stock,
1900,0RA4.L,Europcar Mobility Group S.A.,UK,LSE,GBP,Common Stock,
1901,0RA5.L,NHOA S.A,UK,LSE,EUR,Common Stock,
1902,0RA7.L,HiPay Group S.A.,UK,LSE,EUR,Common Stock,
1903,0RA8.L,Elis S.A.,UK,LSE,GBP,Common Stock,
1904,0RA9.L,Abivax S.A.,UK,LSE,EUR,Common Stock,
1905,0RAD.L,OSE Immunotherapeutics S.A.,UK,LSE,EUR,Common Stock,
1906,0RAE.L,Amoeba S.A.,UK,LSE,GBP,Common Stock,
1907,0RAG.L,ABIONYX Pharma S.A.,UK,LSE,EUR,Common Stock,
1908,0RAI.L,Europris ASA,UK,LSE,GBP,Common Stock,NO0010735343
1909,0RAM.L,Vistin Pharma ASA,UK,LSE,NOK,Common Stock,
1910,0RAQ.L,Karo Pharma AB,UK,LSE,GBP,Common Stock,
1911,0RAR.L,Stratec SE,UK,LSE,EUR,Common Stock,
1912,0RB1.L,Laboratorio Reig Jofre S.A.,UK,LSE,EUR,Common Stock,
1913,0RB3.L,DFDS A/S,UK,LSE,GBP,Common Stock,
1914,0RB8.L,Scout24 AG,UK,LSE,GBP,Common Stock,
1915,0RBA.L,Archer Ltd.,UK,LSE,NOK,Common Stock,
1916,0RBE.L,Covestro AG,UK,LSE,GBP,Common Stock,
1917,0RBK.L,Schaeffler AG,UK,LSE,GBP,Common Stock,
1918,0RBL.L,Berentzen-Gruppe AG,UK,LSE,EUR,Common Stock,
1919,0RBW.L,Bravida Holding AB,UK,LSE,GBP,Common Stock,SE0007491303
1920,0RC2.L,Poste Italiane S.p.A.,UK,LSE,GBP,Common Stock,
1921,0RC6.L,Pharma Mar S.A.,UK,LSE,EUR,Common Stock,ES0169501022
1922,0RC7.L,Hansa Biopharma AB,UK,LSE,GBP,Common Stock,
1923,0RC8.L,Aves One AG,UK,LSE,EUR,Common Stock,
1924,0RC9.L,Hornbach Holding AG & Co. KGaA,UK,LSE,GBP,Common Stock,
1925,0RCC.L,SRP Groupe S.A.,UK,LSE,EUR,Common Stock,
1926,0RCG.L,Hapag-Lloyd AG,UK,LSE,GBP,Common Stock,
1927,0RCL.L,Intertrust N.V.,UK,LSE,GBP,Common Stock,
1928,0RCO.L,Dometic Group AB,UK,LSE,GBP,Common Stock,
1929,0RCQ.L,NicOx S.A.,UK,LSE,EUR,Common Stock,
1930,0RCR.L,National Bank of Greece S.A.,UK,LSE,GBP,Common Stock,
1931,0RCS.L,Alpha Services & Holdings S.A.,UK,LSE,GBP,Common Stock,
1932,0RCW.L,Kid ASA,UK,LSE,NOK,Common Stock,
1933,0RCY.L,Attendo AB,UK,LSE,GBP,Common Stock,SE0007666110
1934,0RD1.L,Camurus AB,UK,LSE,SEK,Common Stock,SE0007692850
1935,0RD4.L,Evli Bank Oyj,UK,LSE,EUR,Common Stock,
1936,0RD6.L,Sbanken ASA,UK,LSE,GBP,Common Stock,
1937,0RD7.L,Scandic Hotels Group AB,UK,LSE,GBP,Common Stock,SE0007640156
1938,0RD8.L,Xior Student Housing N.V.,UK,LSE,EUR,Common Stock,
1939,0RDE.L,Deutsche Konsum REIT-AG,UK,LSE,EUR,Common Stock,
1940,0RDG.L,Steinhoff International Holdings N.V.,UK,LSE,EUR,Common Stock,
1941,0RDH.L,Hexatronic Group AB,UK,LSE,SEK,Common Stock,
1942,0RDI.L,Vitec Software Group AB Series B,UK,LSE,SEK,Common Stock,
1943,0RDO.L,Banca Mediolanum S.p.A.,UK,LSE,GBP,Common Stock,IT0004776628
1944,0RDT.L,Ferrari N.V.,UK,LSE,GBP,Common Stock,
1945,0RDU.L,Grifols S.A.,UK,LSE,GBP,Common Stock,ES0171996087
1946,0RDV.L,Grifols S.A. Cl B,UK,LSE,GBP,Common Stock,ES0171996095
1947,0RDX.L,Amundi S.A.,UK,LSE,GBP,Common Stock,
1948,0RE6.L,Walliser Kantonalbank,UK,LSE,GBP,Common Stock,
1949,0REH.L,Frontline Ltd.,UK,LSE,GBP,Common Stock,
1950,0REK.L,TransDigm Group Inc.,UK,LSE,USD,Common Stock,
