,Code,Name,Country,Exchange,Currency,Type,Isin,F-Score,PEG ratio,Industry,Sector,Price to Book,Market Cap,50 Day Av,200 Day Av,Profit Margin,Gross Margin
1447,159920.SZ,China Asset Management Co. - China Asset Hang Seng Index Fund,,SHE,CNY,ETF,,,,,,,,,,,
1448,159922.SZ,Harvest CSI 500 Exchange Traded Index Securities Investment Fund,,SHE,CNY,ETF,,,,,,,,,,,
1449,159923.SZ,Da Cheng CSI 100 Exchange Traded Index Securities Investment Fund,,SHE,CNY,ETF,,,,,,,,,,,
1450,159943.SZ,Dacheng SZSE Component ETF,,SHE,CNY,ETF,,,,,,,,,,,
1451,180801.SZ,AVIC Shougang Biomass,,SHE,CNY,Common Stock,,,,,,,,,,,
1452,200011.SZ,Shenzhen Properties & Resources Development (Group) Ltd,,SHE,HKD,Common Stock,CNE000000289,,,,,,,,,,
1453,200012.SZ,CSG Holding Co. Ltd,,SHE,HKD,Common Stock,,,,,,,,,,,
1454,200016.SZ,Konka Group Co. Ltd,,SHE,HKD,Common Stock,,,,,,,,,,,
1455,200017.SZ,Shenzhen China Bicycle Company (Holdings) Limited,,SHE,CNY,Common Stock,CNE000000321,,,,,,,,,,
1456,200019.SZ,Shenzhen Cereals Holdings Co. Ltd,,SHE,HKD,Common Stock,,,,,,,,,,,
1457,200020.SZ,Shenzhen Zhongheng Huafa Co. Ltd,,SHE,HKD,Common Stock,CNE000000313,,,,,,,,,,
1458,200025.SZ,Shenzhen Tellus Holding Co. Ltd,,SHE,HKD,Common Stock,,,,,,,,,,,
1459,200026.SZ,FIYTA Precision Technology Co. Ltd,,SHE,HKD,Common Stock,,,,,,,,,,,
1460,200028.SZ,China National Accord Medicines Corporation Ltd,,SHE,HKD,Common Stock,,,,,,,,,,,
1461,200030.SZ,FAWER Automotive Parts Limited Company,,SHE,HKD,Common Stock,CNE000000B34,,,,,,,,,,
1462,200037.SZ,Shenzhen Nanshan Power Co. Ltd,,SHE,HKD,Common Stock,,,,,,,,,,,
1463,200045.SZ,Shenzhen Textile (Holdings) Co. Ltd,,SHE,HKD,Common Stock,,,,,,,,,,,
1464,200054.SZ,Chongqing Jianshe Vehicle System Co. Ltd,,SHE,HKD,Common Stock,CNE000000HZ8,,,,,,,,,,
1465,200055.SZ,China Fangda Group Co. Ltd,,SHE,HKD,Common Stock,,,,,,,,,,,
1466,200056.SZ,Shenzhen Wongtee International Enterprise Co. Ltd,,SHE,HKD,Common Stock,,,,,,,,,,,
1467,200058.SZ,Shenzhen SEG Co. Ltd,,SHE,HKD,Common Stock,,,,,,,,,,,
1468,200152.SZ,Shandong Airlines Co. Ltd,,SHE,HKD,Common Stock,CNE0000014P1,,,,,,,,,,
1469,200413.SZ,Tunghsu Optoelectronic Technology Co. Ltd,,SHE,HKD,Common Stock,,,,,,,,,,,
1470,200429.SZ,Guangdong Provincial Expressway Development Co. Ltd,,SHE,HKD,Common Stock,,,,,,,,,,,
1471,200468.SZ,Nanjing Putian Telecommunications Co. Ltd,,SHE,HKD,Common Stock,CNE000000Q60,,,,,,,,,,
1472,200488.SZ,Shandong Chenming Paper Holdings Limited,,SHE,HKD,Common Stock,CNE000000QM7,,,,,,,,,,
1473,200505.SZ,Hainan Jingliang Holdings Co. Ltd,,SHE,HKD,Common Stock,,,,,,,,,,,
1474,200512.SZ,TsannKuen (China) Enterprise Co. Ltd,,SHE,HKD,Common Stock,CNE0000009K2,,,,,,,,,,
1475,200521.SZ,Changhong Meiling Co. Ltd,,SHE,HKD,Common Stock,,,,,,,,,,,
1476,200530.SZ,Bingshan Refrigeration & Heat Transfer Technologies Co. Ltd,,SHE,HKD,Common Stock,,,,,,,,,,,
1477,200539.SZ,Guangdong Electric Power Development Co. Ltd,,SHE,HKD,Common Stock,CNE000000HW5,,,,,,,,,,
1478,200541.SZ,Foshan Electrical and Lighting Co.Ltd,,SHE,HKD,Common Stock,,,,,,,,,,,
1479,200550.SZ,Jiangling Motors Corporation Ltd,,SHE,HKD,Common Stock,,,,,,,,,,,
1480,200553.SZ,ADAMA Ltd,,SHE,HKD,Common Stock,,,,,,,,,,,
1481,200570.SZ,Changchai Company Limited,,SHE,HKD,Common Stock,,,,,,,,,,,
1482,200581.SZ,Weifu High-Technology Group Co. Ltd,,SHE,HKD,Common Stock,,,,,,,,,,,
1483,200596.SZ,Anhui Gujing Distillery Co. Ltd,,SHE,HKD,Common Stock,CNE000000K82,,,,,,,,,,
1484,200613.SZ,Hainan Dadonghai Tourism Centre (Holdings) Co. Ltd,,SHE,HKD,Common Stock,,,,,,,,,,,
1485,200625.SZ,Chongqing Changan Automobile Company Limited,,SHE,HKD,Common Stock,,,,,,,,,,,
1486,200706.SZ,Wafangdian Bearing Company Limited,,SHE,HKD,Common Stock,CNE000000PB2,,,,,,,,,,
1487,200725.SZ,BOE Technology Group Company Limited,,SHE,HKD,Common Stock,CNE000000R44,,,,,,,,,,
1488,200726.SZ,Lu Thai Textile Co. Ltd,,SHE,HKD,Common Stock,,,,,,,,,,,
1489,200761.SZ,Bengang Steel Plates Co. Ltd,,SHE,HKD,Common Stock,CNE000000RN3,,,,,,,,,,
1490,200771.SZ,Hangzhou Steam Turbine Co. Ltd,,SHE,HKD,Common Stock,CNE000000VS4,,,,,,,,,,
1491,200869.SZ,Yantai Changyu Pioneer Wine Company Limited,,SHE,HKD,Common Stock,CNE000000T59,,,,,,,,,,
1492,200992.SZ,Shandong Zhonglu Oceanic Fisheries Company Limited,,SHE,HKD,Common Stock,CNE0000013V1,,,,,,,,,,
1493,201872.SZ,China Merchants Port Group Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1494,300001.SZ,Qingdao TGOOD Electric Co. Ltd,,SHE,CNY,Common Stock,CNE100000H69,,,,,,,,,,
1495,300002.SZ,Beijing Ultrapower Software Co. Ltd,,SHE,CNY,Common Stock,CNE100000H51,,,,,,,,,,
1496,300003.SZ,Lepu Medical Technology (Beijing) Co. Ltd,,SHE,CNY,Common Stock,CNE100000H44,,,,,,,,,,
1497,300004.SZ,Nanfang Ventilator Co. Ltd,,SHE,CNY,Common Stock,CNE100000H36,,,,,,,,,,
1498,300005.SZ,Toread Holdings Group Co. Ltd,,SHE,CNY,Common Stock,CNE100000H28,,,,,,,,,,
1499,300006.SZ,Chongqing Lummy Pharmaceutical Co. Ltd,,SHE,CNY,Common Stock,CNE100000H10,,,,,,,,,,
1500,300007.SZ,Hanwei Electronics Group Corporation,,SHE,CNY,Common Stock,CNE100000H02,,,,,,,,,,
1501,300008.SZ,Bestway Marine & Energy Technology Co.Ltd,,SHE,CNY,Common Stock,CNE100000GZ9,,,,,,,,,,
1502,300009.SZ,Anhui Anke Biotechnology (Group) Co. Ltd,,SHE,CNY,Common Stock,CNE100000GY2,,,,,,,,,,
1503,300010.SZ,Doushen (Beijing) Education & Technology INC,,SHE,CNY,Common Stock,CNE100000GX4,,,,,,,,,,
1504,300011.SZ,Beijing Dinghan Technology Group Co. Ltd,,SHE,CNY,Common Stock,CNE100000GW6,,,,,,,,,,
1505,300012.SZ,Centre Testing International Group Co. Ltd,,SHE,CNY,Common Stock,CNE100000GV8,,,,,,,,,,
1506,300013.SZ,Jiangsu Xinning Modern Logistics Co.Ltd,,SHE,CNY,Common Stock,CNE100000GT2,,,,,,,,,,
1507,300014.SZ,EVE Energy Co. Ltd,,SHE,CNY,Common Stock,CNE100000GS4,,,,,,,,,,
1508,300015.SZ,Aier Eye Hospital Group Co. Ltd,,SHE,CNY,Common Stock,CNE100000GR6,,,,,,,,,,
1509,300016.SZ,Beijing Beilu Pharmaceutical Co. Ltd,,SHE,CNY,Common Stock,CNE000001QK9,,,,,,,,,,
1510,300017.SZ,Wangsu Science & Technology Co.Ltd,,SHE,CNY,Common Stock,CNE100000GQ8,,,,,,,,,,
1511,300018.SZ,Wuhan Zhongyuan Huadian Science & Technology Co.Ltd,,SHE,CNY,Common Stock,CNE100000GP0,,,,,,,,,,
1512,300019.SZ,Chengdu Guibao Science & Technology Co.Ltd,,SHE,CNY,Common Stock,CNE100000GN5,,,,,,,,,,
1513,300020.SZ,Enjoyor Co.Ltd,,SHE,CNY,Common Stock,CNE100000GM7,,,,,,,,,,
1514,300021.SZ,Dayu Water-saving Group Co. Ltd,,SHE,CNY,Common Stock,CNE100000GL9,,,,,,,,,,
1515,300022.SZ,Gifore Agricultural Science & Technology Service Co. Ltd,,SHE,CNY,Common Stock,CNE100000GK1,,,,,,,,,,
1516,300023.SZ,Bode Energy Equipment Co. Ltd,,SHE,CNY,Common Stock,CNE100000GJ3,,,,,,,,,,
1517,300024.SZ,Siasun Robot&Automation Co.Ltd,,SHE,CNY,Common Stock,CNE100000GH7,,,,,,,,,,
1518,300025.SZ,Hangzhou Huaxing Chuangye Communication Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100000GG9,,,,,,,,,,
1519,300026.SZ,Tianjin Chase Sun Pharmaceutical Co.Ltd,,SHE,CNY,Common Stock,CNE100000GF1,,,,,,,,,,
1520,300027.SZ,Huayi Brothers Media Corporation,,SHE,CNY,Common Stock,CNE100000GD6,,,,,,,,,,
1521,300029.SZ,Jiangsu Huasheng Tianlong Photoelectric Co.Ltd,,SHE,CNY,Common Stock,CNE100000JC2,,,,,,,,,,
1522,300030.SZ,Guangzhou Improve Medical Instruments Co. Ltd,,SHE,CNY,Common Stock,CNE100000JL3,,,,,,,,,,
1523,300031.SZ,Wuxi Boton Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100000JD0,,,,,,,,,,
1524,300032.SZ,Jinlong Machinery & Electronic Co.Ltd,,SHE,CNY,Common Stock,CNE100000JF5,,,,,,,,,,
1525,300033.SZ,Hithink RoyalFlush Information Network Co. Ltd,,SHE,CNY,Common Stock,CNE100000JG3,,,,,,,,,,
1526,300034.SZ,Gaona Aero Material Co. Ltd,,SHE,CNY,Common Stock,CNE100000JH1,,,,,,,,,,
1527,300035.SZ,Hunan Zhongke Electric Co. Ltd,,SHE,CNY,Common Stock,CNE100000JJ7,,,,,,,,,,
1528,300036.SZ,SuperMap Software Co. Ltd,,SHE,CNY,Common Stock,CNE100000JK5,,,,,,,,,,
1529,300037.SZ,Shenzhen Capchem Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100000K15,,,,,,,,,,
1530,300038.SZ,Beijing Shuzhi Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100000K07,,,,,,,,,,
1531,300039.SZ,Shanghai Kaibao Pharmaceutical CO.Ltd,,SHE,CNY,Common Stock,CNE100000JZ3,,,,,,,,,,
1532,300040.SZ,Harbin Jiuzhou Group Co.Ltd,,SHE,CNY,Common Stock,CNE100000JY6,,,,,,,,,,
1533,300041.SZ,Hubei Huitian New Materials Co. Ltd,,SHE,CNY,Common Stock,CNE100000JX8,,,,,,,,,,
1534,300042.SZ,Netac Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100000JW0,,,,,,,,,,
1535,300043.SZ,Rastar Group,,SHE,CNY,Common Stock,CNE100000KN7,,,,,,,,,,
1536,300044.SZ,Shenzhen Sunwin Intelligent Co. Ltd,,SHE,CNY,Common Stock,CNE100000KM9,,,,,,,,,,
1537,300045.SZ,Hwa Create Corporation,,SHE,CNY,Common Stock,CNE100000KL1,,,,,,,,,,
1538,300046.SZ,Tech Semiconductors Co. Ltd,,SHE,CNY,Common Stock,CNE100000KK3,,,,,,,,,,
1539,300047.SZ,Shenzhen Tianyuan DIC Information Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100000KJ5,,,,,,,,,,
1540,300048.SZ,Hiconics Eco-energy Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100000KH9,,,,,,,,,,
1541,300049.SZ,Inner Mongolia Furui Medical Science Co. Ltd,,SHE,CNY,Common Stock,CNE100000KG1,,,,,,,,,,
1542,300050.SZ,Dingli Corp. Ltd,,SHE,CNY,Common Stock,CNE100000KF3,,,,,,,,,,
1543,300051.SZ,Xiamen 35.Com Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100000LJ3,,,,,,,,,,
1544,300052.SZ,SHENZHEN ZQGAME CO. LTD,,SHE,CNY,Common Stock,CNE100000LK1,,,,,,,,,,
1545,300053.SZ,Zhuhai Orbita Aerospace Science & Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100000LL9,,,,,,,,,,
1546,300054.SZ,Hubei Dinglong CO.Ltd,,SHE,CNY,Common Stock,CNE100000LM7,,,,,,,,,,
1547,300055.SZ,Beijing Water Business Doctor Co. Ltd,,SHE,CNY,Common Stock,CNE100000LR6,,,,,,,,,,
1548,300056.SZ,Xiamen Zhongchuang Environmental Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100000LS4,,,,,,,,,,
1549,300057.SZ,Shantou Wanshun New Material Group Co. Ltd,,SHE,CNY,Common Stock,CNE100000LT2,,,,,,,,,,
1550,300058.SZ,BlueFocus Intelligent Communications Group Co. Ltd,,SHE,CNY,Common Stock,CNE100000LV8,,,,,,,,,,
1551,300059.SZ,East Money Information Co.Ltd,,SHE,CNY,Common Stock,CNE100000MD4,,,,,,,,,,
1552,300061.SZ,QITIAN Technology Group Co. Ltd,,SHE,CNY,Common Stock,CNE100000MC6,,,,,,,,,,
1553,300062.SZ,Ceepower Co. Ltd,,SHE,CNY,Common Stock,CNE100000MB8,,,,,,,,,,
1554,300063.SZ,Guangdong Tloong Technology Group Co. Ltd,,SHE,CNY,Common Stock,CNE100000MS2,,,,,,,,,,
1555,300064.SZ,Zhengzhou Sino-Crystal Diamond Co.Ltd,,SHE,CNY,Common Stock,CNE100000MR4,,,,,,,,,,
1556,300065.SZ,Beijing Highlander Digital Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100000MQ6,,,,,,,,,,
1557,300066.SZ,Sanchuan Wisdom Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100000MP8,,,,,,,,,,
1558,300067.SZ,Shanghai Anoky Group Co. Ltd,,SHE,CNY,Common Stock,CNE100000ND2,,,,,,,,,,
1559,300068.SZ,Zhejiang Narada Power Source Co. Ltd,,SHE,CNY,Common Stock,CNE100000NC4,,,,,,,,,,
1560,300069.SZ,Zhejiang Jinlihua Electric Co. Ltd,,SHE,CNY,Common Stock,CNE100000NB6,,,,,,,,,,
1561,300070.SZ,Beijing Originwater Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100000N95,,,,,,,,,,
1562,300071.SZ,Spearhead Integrated Marketing Communication Group,,SHE,CNY,Common Stock,CNE100000N87,,,,,,,,,,
1563,300072.SZ,Beijing Sanju Environmental Protection & New Materials Co. Ltd,,SHE,CNY,Common Stock,CNE100000NP6,,,,,,,,,,
1564,300073.SZ,Beijing Easpring Material Technology CO.LTD,,SHE,CNY,Common Stock,CNE100000NN1,,,,,,,,,,
1565,300074.SZ,AVCON Information Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100000NM3,,,,,,,,,,
1566,300075.SZ,Beijing eGOVA Co. Ltd,,SHE,CNY,Common Stock,CNE100000NL5,,,,,,,,,,
1567,300076.SZ,Ningbo GQY Video & Telecom Joint-Stock Co. Ltd,,SHE,CNY,Common Stock,CNE100000NS0,,,,,,,,,,
1568,300077.SZ,Nations Technologies Inc,,SHE,CNY,Common Stock,CNE100000NT8,,,,,,,,,,
1569,300078.SZ,Hangzhou Century Co. Ltd,,SHE,CNY,Common Stock,CNE100000NV4,,,,,,,,,,
1570,300079.SZ,Sumavision Technologies Co.Ltd,,SHE,CNY,Common Stock,CNE100000NW2,,,,,,,,,,
1571,300080.SZ,Henan Yicheng New Energy Co. Ltd,,SHE,CNY,Common Stock,CNE100000QK0,,,,,,,,,,
1572,300081.SZ,Hengxin Shambala Culture Co.Ltd,,SHE,CNY,Common Stock,CNE100000PB1,,,,,,,,,,
1573,300082.SZ,Liaoning OxiranchemInc,,SHE,CNY,Common Stock,CNE100000PC9,,,,,,,,,,
1574,300083.SZ,Guangdong Create Century Intelligent Equipment Group Corporation Limited,,SHE,CNY,Common Stock,CNE100000PD7,,,,,,,,,,
1575,300084.SZ,Haimo Technologies Group Corp,,SHE,CNY,Common Stock,CNE100000PF2,,,,,,,,,,
1576,300085.SZ,Shenzhen InfoGem Technologies Co. Ltd,,SHE,CNY,Common Stock,CNE100000QL8,,,,,,,,,,
1577,300086.SZ,Honz Pharmaceutical Co. Ltd,,SHE,CNY,Common Stock,CNE100000QM6,,,,,,,,,,
1578,300087.SZ,Winall Hi-tech Seed Co. Ltd,,SHE,CNY,Common Stock,CNE100000QN4,,,,,,,,,,
1579,300088.SZ,Wuhu Token Sciences Co. Ltd,,SHE,CNY,Common Stock,CNE100000QP9,,,,,,,,,,
1580,300089.SZ,The Great Wall Of Culture Group Holding Co. Ltd. Guangdong,,SHE,CNY,Common Stock,CNE100000QT1,,,,,,,,,,
1581,300091.SZ,Jin Tong Ling Technology Group Co. Ltd,,SHE,CNY,Common Stock,CNE100000QW5,,,,,,,,,,
1582,300092.SZ,Sichuan Kexin Mechanical and Electrical Equipment Co.Ltd,,SHE,CNY,Common Stock,CNE100000R83,,,,,,,,,,
1583,300093.SZ,Guangdong Golden Glass Technologies Limited,,SHE,CNY,Common Stock,CNE100000R91,,,,,,,,,,
1584,300094.SZ,Zhanjiang Guolian Aquatic Products Co. Ltd,,SHE,CNY,Common Stock,CNE100000RB7,,,,,,,,,,
1585,300095.SZ,Jiangxi Huawu Brake Co.Ltd,,SHE,CNY,Common Stock,CNE100000RY9,,,,,,,,,,
1586,300096.SZ,YLZ Information Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100000RZ6,,,,,,,,,,
1587,300097.SZ,Dalian Zhiyun Automation Co. Ltd,,SHE,CNY,Common Stock,CNE100000S09,,,,,,,,,,
1588,300098.SZ,Gosuncn Technology Group Co. Ltd,,SHE,CNY,Common Stock,CNE100000S17,,,,,,,,,,
1589,300099.SZ,Uroica Precision Information Engineering Co.Ltd,,SHE,CNY,Common Stock,CNE100000S82,,,,,,,,,,
1590,300100.SZ,Ningbo Shuanglin Auto Parts Co.Ltd,,SHE,CNY,Common Stock,CNE100000S90,,,,,,,,,,
1591,300101.SZ,Chengdu CORPRO Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100000SB5,,,,,,,,,,
1592,300102.SZ,Xiamen Changelight Co. Ltd,,SHE,CNY,Common Stock,CNE100000SG4,,,,,,,,,,
1593,300103.SZ,Dagang Holding Group Co. Ltd,,SHE,CNY,Common Stock,CNE100000SH2,,,,,,,,,,
1594,300105.SZ,YanTai LongYuan Power Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100000SQ3,,,,,,,,,,
1595,300106.SZ,Xinjiang Western Animal Husbandry Co. Ltd,,SHE,CNY,Common Stock,CNE100000SR1,,,,,,,,,,
1596,300107.SZ,Hebei Jianxin Chemical Co. Ltd,,SHE,CNY,Common Stock,CNE100000SS9,,,,,,,,,,
1597,300108.SZ,Ji Yao Holding Group Co. Ltd,,SHE,CNY,Common Stock,CNE100000ST7,,,,,,,,,,
1598,300109.SZ,Boai NKY Medical Holdings Ltd,,SHE,CNY,Common Stock,CNE100000SV3,,,,,,,,,,
1599,300110.SZ,Huaren Pharmaceutical Co. Ltd,,SHE,CNY,Common Stock,CNE100000SW1,,,,,,,,,,
1600,300111.SZ,Zhejiang Sunflower Great Health Limited Liability Company,,SHE,CNY,Common Stock,CNE100000SX9,,,,,,,,,,
1601,300112.SZ,Shenzhen Maxonic Automation Control Co. Ltd,,SHE,CNY,Common Stock,CNE100000SY7,,,,,,,,,,
1602,300113.SZ,Hangzhou Shunwang Technology CoLtd,,SHE,CNY,Common Stock,CNE100000SZ4,,,,,,,,,,
1603,300114.SZ,Zhonghang Electronic Measuring Instruments Co. Ltd,,SHE,CNY,Common Stock,CNE100000T08,,,,,,,,,,
1604,300115.SZ,Shenzhen Everwin Precision Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100000T40,,,,,,,,,,
1605,300116.SZ,Blivex Energy Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100000T57,,,,,,,,,,
1606,300117.SZ,Beijing JIAYU Door Window and Curtain Wall Joint-Stock Co. Ltd,,SHE,CNY,Common Stock,CNE100000T65,,,,,,,,,,
1607,300118.SZ,Risen Energy Co.Ltd,,SHE,CNY,Common Stock,CNE100000T73,,,,,,,,,,
1608,300119.SZ,Tianjin Ringpu Bio-Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100000TV1,,,,,,,,,,
1609,300120.SZ,Tianjin Jingwei Huikai Optoelectronic Co. Ltd,,SHE,CNY,Common Stock,CNE100000TT5,,,,,,,,,,
1610,300121.SZ,Shandong Yanggu Huatai Chemical Co. Ltd,,SHE,CNY,Common Stock,CNE100000TS7,,,,,,,,,,
1611,300122.SZ,Chongqing Zhifei Biological Products Co. Ltd,,SHE,CNY,Common Stock,CNE100000V20,,,,,,,,,,
1612,300123.SZ,YaGuang Technology Group Company Limited,,SHE,CNY,Common Stock,CNE100000V38,,,,,,,,,,
1613,300124.SZ,Shenzhen Inovance Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100000V46,,,,,,,,,,
1614,300125.SZ,Lingda Group Co. Ltd,,SHE,CNY,Common Stock,CNE100000VB9,,,,,,,,,,
1615,300126.SZ,Ken Holding Co. Ltd,,SHE,CNY,Common Stock,CNE100000VC7,,,,,,,,,,
1616,300127.SZ,Chengdu Galaxy Magnets Co.Ltd,,SHE,CNY,Common Stock,CNE100000VD5,,,,,,,,,,
1617,300128.SZ,Suzhou Jinfu Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100000VF0,,,,,,,,,,
1618,300129.SZ,Shanghai Taisheng Wind Power Equipment Co. Ltd,,SHE,CNY,Common Stock,CNE100000VK0,,,,,,,,,,
1619,300130.SZ,XGD Inc,,SHE,CNY,Common Stock,CNE100000VL8,,,,,,,,,,
1620,300131.SZ,Shenzhen Yitoa Intelligent Control Co.Ltd,,SHE,CNY,Common Stock,CNE100000VM6,,,,,,,,,,
1621,300132.SZ,Fujian Green Pine Co. Ltd,,SHE,CNY,Common Stock,CNE100000VW5,,,,,,,,,,
1622,300133.SZ,Zhejiang Huace Film & TV Co. Ltd,,SHE,CNY,Common Stock,CNE100000VX3,,,,,,,,,,
1623,300134.SZ,Anhui Tatfook Technology Co.Ltd,,SHE,CNY,Common Stock,CNE100000VY1,,,,,,,,,,
1624,300135.SZ,Jiangsu Baoli International Investment Co. Ltd,,SHE,CNY,Common Stock,CNE100000VZ8,,,,,,,,,,
1625,300136.SZ,Shenzhen Sunway Communication Co. Ltd,,SHE,CNY,Common Stock,CNE100000W94,,,,,,,,,,
1626,300137.SZ,Hebei Sailhero Environmental Protection High-tech Co.Ltd,,SHE,CNY,Common Stock,CNE100000WB7,,,,,,,,,,
1627,300138.SZ,ChenGuang Biotech Group Co. Ltd,,SHE,CNY,Common Stock,CNE100000WC5,,,,,,,,,,
1628,300139.SZ,Beijing XIAOCHENG Technology Stock Co. Ltd,,SHE,CNY,Common Stock,CNE100000WK8,,,,,,,,,,
1629,300140.SZ,CECEP Environmental Protection Equipment Co. Ltd,,SHE,CNY,Common Stock,CNE100000WL6,,,,,,,,,,
1630,300141.SZ,Suzhou Industrial Park Heshun Electric Co. Ltd,,SHE,CNY,Common Stock,CNE100000WM4,,,,,,,,,,
1631,300142.SZ,Walvax Biotechnology Co. Ltd,,SHE,CNY,Common Stock,CNE100000WN2,,,,,,,,,,
1632,300143.SZ,INKON Life Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100000XF6,,,,,,,,,,
1633,300144.SZ,Songcheng Performance Development Co.Ltd,,SHE,CNY,Common Stock,CNE100000XG4,,,,,,,,,,
1634,300145.SZ,Nanfang Zhongjin Environment Co. Ltd,,SHE,CNY,Common Stock,CNE100000XH2,,,,,,,,,,
1635,300146.SZ,By-health Co. Ltd,,SHE,CNY,Common Stock,CNE100000Y84,,,,,,,,,,
1636,300147.SZ,Xiangxue Pharmaceutical Co.Ltd,,SHE,CNY,Common Stock,CNE100000Y92,,,,,,,,,,
1637,300148.SZ,Tangel Publishing Co. Ltd,,SHE,CNY,Common Stock,CNE100000YB3,,,,,,,,,,
1638,300149.SZ,Chempartner Pharmatech Co. Ltd,,SHE,CNY,Common Stock,CNE100000Y27,,,,,,,,,,
1639,300150.SZ,Beijing Century Real Technology Co.Ltd,,SHE,CNY,Common Stock,CNE000001MP7,,,,,,,,,,
1640,300151.SZ,Shenzhen Changhong Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100000Y35,,,,,,,,,,
1641,300152.SZ,Xiongan Kerong Environment Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100000YC1,,,,,,,,,,
1642,300153.SZ,Shanghai Cooltech Power Co. Ltd,,SHE,CNY,Common Stock,CNE100000YD9,,,,,,,,,,
1643,300154.SZ,Shenzhen Riland Industry Group Co. Ltd,,SHE,CNY,Common Stock,CNE100000YF4,,,,,,,,,,
1644,300155.SZ,Guangdong Anjubao Digital Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100000YN8,,,,,,,,,,
1645,300157.SZ,LandOcean Energy Services Co.Ltd,,SHE,CNY,Common Stock,CNE100000YQ1,,,,,,,,,,
1646,300158.SZ,Shanxi Zhendong Pharmaceutical Co.Ltd,,SHE,CNY,Common Stock,CNE100000YR9,,,,,,,,,,
1647,300159.SZ,Xinjiang Machinery Research Institute Co. Ltd,,SHE,CNY,Common Stock,CNE100000YS7,,,,,,,,,,
1648,300160.SZ,Jiangsu Xiuqiang Glasswork Co. Ltd,,SHE,CNY,Common Stock,CNE100000YZ2,,,,,,,,,,
1649,300161.SZ,Wuhan Huazhong Numerical Control System Inc,,SHE,CNY,Common Stock,CNE100000Z00,,,,,,,,,,
1650,300162.SZ,Ledman Optoelectronic Co. Ltd,,SHE,CNY,Common Stock,CNE100000Z18,,,,,,,,,,
1651,300163.SZ,Ningbo Xianfeng New Material Co.Ltd,,SHE,CNY,Common Stock,CNE100000Z26,,,,,,,,,,
1652,300164.SZ,Tong Petrotech Corp,,SHE,CNY,Common Stock,CNE100000Z34,,,,,,,,,,
1653,300165.SZ,Jiangsu Skyray Instrument Co. Ltd,,SHE,CNY,Common Stock,CNE100000Z91,,,,,,,,,,
1654,300166.SZ,Business-intelligence of Oriental Nations Corporation Ltd,,SHE,CNY,Common Stock,CNE100000ZB0,,,,,,,,,,
1655,300167.SZ,Shenzhen Dvision Co.Ltd,,SHE,CNY,Common Stock,CNE100000ZC8,,,,,,,,,,
1656,300168.SZ,Wonders Information Co. Ltd,,SHE,CNY,Common Stock,CNE100000ZD6,,,,,,,,,,
1657,300169.SZ,Changzhou Tiansheng New Materials Co. Ltd,,SHE,CNY,Common Stock,CNE100000ZF1,,,,,,,,,,
1658,300170.SZ,HAND Enterprise Solutions Co. Ltd,,SHE,CNY,Common Stock,CNE100000ZQ8,,,,,,,,,,
1659,300171.SZ,Tofflon Science and Technology Group Co. Ltd,,SHE,CNY,Common Stock,CNE100000ZP0,,,,,,,,,,
1660,300172.SZ,CEC Environmental Protection Co. Ltd,,SHE,CNY,Common Stock,CNE100000ZN5,,,,,,,,,,
1661,300173.SZ,Funeng Oriental Equipment Technology Co.Ltd,,SHE,CNY,Common Stock,CNE100000ZW6,,,,,,,,,,
1662,300174.SZ,Fujian Yuanli Active Carbon Co. Ltd,,SHE,CNY,Common Stock,CNE100000ZM7,,,,,,,,,,
1663,300175.SZ,Lontrue Co. Ltd,,SHE,CNY,Common Stock,CNE100000ZZ9,,,,,,,,,,
1664,300176.SZ,GuangDong PaiSheng Intelligent Technology Co.Ltd,,SHE,CNY,Common Stock,CNE100001005,,,,,,,,,,
1665,300177.SZ,Hi-Target Navigation Tech Co.Ltd,,SHE,CNY,Common Stock,CNE100001039,,,,,,,,,,
